Unnamed: 0,int64
Player,object
Pos,object
Age,int64
Tm,object
G,int64
GS,int64
MP,float64
FG,float64
FGA,float64
FG%,float64
3P,float64
3PA,float64
3P%,float64
2P,float64
2PA,float64
2P%,float64
eFG%,float64
FT,float64
FTA,float64
FT%,float64
ORB,float64
DRB,float64
TRB,float64
AST,float64
STL,float64
BLK,float64
TOV,float64
PF,float64
PTS,float64
