Unnamed: 0,0
Player,0
Pos,0
Age,0
Tm,0
G,0
GS,0
MP,0
FG,0
FGA,0
FG%,6
3P,0
3PA,0
3P%,47
2P,0
2PA,0
2P%,15
eFG%,6
FT,0
FTA,0
FT%,43
ORB,0
DRB,0
TRB,0
AST,0
STL,0
BLK,0
TOV,0
PF,0
PTS,0
